gene,sex,strategy,crc_incidents_total,crc_deaths,crc_vs_NH_pct,per_person_screening_alt_tests,total_ly,per_person_ly,per_person_qalys_disc,total_stage_1_pct,total_stage_2_pct,total_stage_3_pct,total_stage_4_pct
PMS2,female,NH,8021.8004947743275,0.0035295922177007045,0.0,0.0,4171856.4604383535,41.71856460438354,22.92377471007528,0.6527340692444128,0.20566785926439587,0.0713503599695974,0.07024771152159397
PMS2,female,Colo Q2Y @ 25,372.19810445208884,0.8232129760038234,95.36016752480255,0.0,4225268.867854379,42.25268867854379,23.036848750198445,0.9249371519472137,0.0656896615856606,0.006617406051333988,0.002755780415791799
PMS2,female,FIT Q2Y @ 25,4216.183891036324,0.08721119693041171,47.440928083627995,18.465037074318523,4199715.30402486,41.997153040248605,23.001195210037334,0.8570820275429489,0.11723109980257669,0.017068790351911556,0.008618082302562936
PMS2,female,Colo Q2Y @ 30,488.6021420901106,0.7101880536691514,93.9090713810646,0.0,4222913.408970374,42.229134089703734,23.03866011435178,0.8905306990393768,0.09034742607413933,0.011504654110389093,0.007617220776094937
PMS2,female,Colo Q2Y @ 35,803.9596768251888,0.6074670426232337,89.97781511334126,0.0,4217417.210186631,42.17417210186631,23.026966165464913,0.8333443478370421,0.12859638246391866,0.020038022491416615,0.0180212472076224
PMS2,female,Colo Q3Y @ 25,695.7242164622571,0.5510112311298843,91.32708153343533,0.0,4222775.774072904,42.22775774072904,23.04586683486256,0.8987777710458604,0.0847943736652459,0.010927585068116388,0.00550027022077727
PMS2,female,Colo Q3Y @ 30,800.3337907078176,0.4843860903655879,90.02301551591589,0.0,4220666.016465499,42.20666016465499,23.044727978924495,0.8847955556528603,0.09581506107253618,0.012086920634804993,0.00730246263979857
PMS2,female,Colo Q3Y @ 35,1097.7701440233598,0.4100888776162577,86.31516522084432,0.0,4215502.000923457,42.15502000923457,23.031391154159955,0.8427035389493809,0.12292895047251516,0.0188407186150316,0.015526791963072342
PMS2,female,Colo Q4Y @ 25 + FIT Q2Y @ 27,890.8054762996287,0.46034855233045163,88.89519283258254,9.134272261268215,4221361.9210068155,42.21361921006815,23.047041727246587,0.9026984961695087,0.08326114646669149,0.009687983063661115,0.004352374300138459
PMS2,female,Colo Q4Y @ 30 + FIT Q2Y @ 32,986.3575644415432,0.4021088124938892,87.704037702208,7.754884225696168,4219420.845520054,42.19420845520054,23.045414653325285,0.8894165729004369,0.0928309974201142,0.011401180282360708,0.006351249397088353
PMS2,female,Colo Q4Y @ 35 + FIT Q2Y @ 37,1273.7547807604058,0.34515949836206805,84.12133558307548,6.603282861915507,4214480.116930173,42.14480116930173,23.031719062125262,0.8537038712911138,0.11618678320046878,0.01684423247248044,0.01326511303593691
PMS2,female,Colo Q6Y @ 25 + FIT Q3Y @ 28,1531.351286017964,0.3148152488579939,80.91013000116945,5.9408892788692915,4216652.960801363,42.16652960801363,23.04070091625343,0.8723987583263775,0.10461371876450132,0.014838419078063901,0.008149103831057321
PMS2,female,Colo Q6Y @ 30 + FIT Q3Y @ 33,1597.6792416472788,0.27426721047590596,80.08328376293998,5.285261603397462,4215272.635540181,42.15272635540181,23.039394629198203,0.8665171401333838,0.10878422847147425,0.015583657263021583,0.009114974132120326
PMS2,female,Colo Q6Y @ 35 + FIT Q3Y @ 38,1834.3893111526982,0.2331633479846842,77.13244910107548,4.453026889737261,4211040.3930334095,42.110403930334094,23.026828645925374,0.8437565108843675,0.12286873054117341,0.01939847729861877,0.013976281275840248
PMS2,female,Colo-None-FIT-FIT @ 25,768.4539650776414,0.49939682485723635,90.42043035627427,17.88022259621544,4222300.381417917,42.22300381417917,23.04771115500055,0.9182440018841725,0.07150549543078935,0.007358302028019728,0.002892200657018325
PMS2,female,Colo-None-FIT-FIT @ 30,869.2759677295574,0.43601505950469804,89.16358031721391,15.334789037299021,4220245.7865934,42.202457865934,23.046144158442864,0.9009450416433666,0.08416324395016389,0.009572029798993615,0.005319684607475804
PMS2,female,Colo-FIT-FIT-FIT @ 25,676.6157618963998,0.5407607842203802,91.56528808791529,27.23274615497372,4223008.516036721,42.23008516036721,23.047395702955406,0.9277727512280955,0.0639189201942699,0.006071356551173911,0.0022369720264607557
PMS2,female,Colo-FIT-FIT-FIT @ 30,779.128473960017,0.47213764770644673,90.28736161579228,23.495160817910033,4220924.109878964,42.20924109878964,23.046260085977522,0.9076752151133615,0.07881511440359787,0.00859506060269463,0.004914609880346107
